"ID","Notice ID","Title","Department","Sub_tier","Office","Type","Response Deadline","Naics Code","Link","Description"
"4214","1ebad9ae55de4f7093169bc396eeb3a7","Up to 60 month lease of 4 MFDs GUAM","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY (DLA)","DCSO-P NEW CUMBERLAND","Combined Synopsis/Solicitation","2020-10-23T10:00:00-04:00","532420","https://beta.sam.gov/opp/1ebad9ae55de4f7093169bc396eeb3a7/view","General This is a combined synopsis/solicitation for commercial items prepared in accordance with the format in FAR subpart 12.6 "
"4284","c016bb88ac86499bad44b917ba074219","UNDER WATER HULL PRESERVATION","HOMELAND SECURITY, DEPARTMENT OF","US COAST GUARD","SFLC PROCUREMENT BRANCH 3(00040)","Combined Synopsis/Solicitation","2020-10-23T08:00:00-04:00","336611","https://beta.sam.gov/opp/c016bb88ac86499bad44b917ba074219/view","THIS IS A COMBINED SYNOPSIS/SOLICITATION FOR SERVICES PREPARED IN ACCORDANCE WITH THE FORMAT IN SUBPART 12.6 AS SUPPLEMENTED WITH ADDITIONAL INFORMATION INCLUDED IN THIS NOTICE. THIS ANNOUNCEMENT CONSTITUTES THE ONLY SOLICITATION; PROPOSALS ARE BEING REQUE"
"4762","7088aa2e6fc2405092602c615003b5d1","Relocation Hammond CBOC","VETERANS AFFAIRS, DEPARTMENT OF","VETERANS AFFAIRS, DEPARTMENT OF","256-NETWORK CONTRACT OFFICE 16 (36C256)","Sources Sought","2020-10-23T17:00:00-04:00","531120","https://beta.sam.gov/opp/7088aa2e6fc2405092602c615003b5d1/view","VA seeks to lease approximately 23,145 ABOA Square Feet (not to exceed 26,615 rentable square feet) of space and 150 parking spaces for use by VA as an Outpatient Clinic in the delineated area outlined below within Hammond, LA. VA will consider leased spac"
"4773","0edd317aaa03435fb3cb2fea0179a93d","BEACH EROSION CONTROL AND HURRICANE PROTECTION PROJECT BEACH RENOURISHMENT ","DEPT OF DEFENSE","DEPT OF THE ARMY","US ARMY ENGINEER DISTRICT JACKSONVI","Solicitation","2020-10-23T14:00:00-04:00","237990","https://beta.sam.gov/opp/0edd317aaa03435fb3cb2fea0179a93d/view","A Pre-Bid Conference will be held on Thursday, 8 October 2020 from 10:00am "
"4778","a340a86e431d40b28043ead71284b511","Uniform, Equipment Issue and Laundry Services","HOMELAND SECURITY, DEPARTMENT OF","FEDERAL LAW ENFORCEMENT TRAINING CENTER","FLETC GLYNCO PROCUREMENT OFFICE","Solicitation","2020-10-23T14:00:00-04:00","561210","https://beta.sam.gov/opp/a340a86e431d40b28043ead71284b511/view","Amendment 0002 is hereby reissued, previous file could not open, see new attachment. Amendment 0002 is hereby issued to provide additional information, see attachment. Amendment 0001 is hereby issued to provide additional information, see attachment. The C"
"4788","4501f06fe086476e84565422bea206a7","Weatherization Assistance Program Online Grantee Training","ENERGY, DEPARTMENT OF","ENERGY, DEPARTMENT OF","ALLIANCE SUSTAINABLE ENRGY-DOECONTR","Sources Sought","2020-10-23T17:00:00-06:00","","https://beta.sam.gov/opp/4501f06fe086476e84565422bea206a7/view","There are two key objectives for this work: Objective 1 "
"4795","e7b1b25c60aa4448b8b4fcda57921984","Uniform, Equipment Issue and Laundry Services","HOMELAND SECURITY, DEPARTMENT OF","FEDERAL LAW ENFORCEMENT TRAINING CENTER","FLETC GLYNCO PROCUREMENT OFFICE","Solicitation","2020-10-23T14:00:00-04:00","561210","https://beta.sam.gov/opp/e7b1b25c60aa4448b8b4fcda57921984/view","Amendment 0002 is hereby issued to provide additional information, see attachment. Amendment 0001 is hereby issued to provide additional information, see attachment. The Contractor shall provide the management, supervision, all personnel, equipment, tools,"
"4816","6930c23607a144a18a690628f6cbb1ef","U.S. NAVAL STATION KINGS BAY MAINTENANCE DREDGING, ENTRANCE CHANNEL, CUT-1N THROUGH RANGE-E, 49, 45, AND 44-FOOT PROJECT, CAMDEN COUNTY, GEORGIA AND NASSAU COUNTY, FLORIDA","DEPT OF DEFENSE","DEPT OF THE ARMY","US ARMY ENGINEER DISTRICT JACKSONVI","Solicitation","2020-10-23T14:00:00-04:00","237990","https://beta.sam.gov/opp/6930c23607a144a18a690628f6cbb1ef/view","A Pre-Proposal Conference will be held on Tuesday 6 October 2020"
"4885","53e599c267f94400ac00675c67cf68a9","Bottled Water and Dispenser Service","ENERGY, DEPARTMENT OF","ENERGY, DEPARTMENT OF","NATIONAL ENERGY TECHNOLOGY LABORATORY","Solicitation","2020-10-23T14:00:00-04:00","454390","https://beta.sam.gov/opp/53e599c267f94400ac00675c67cf68a9/view","NOTICE: "
"4928","d2139aedad08453e90d341063f0b397a","ON-SITE DRUG LAB - Revised 10-9-2020","ADMINISTRATIVE OFFICE OF THE US COURTS","ADMINISTRATIVE OFFICE OF THE US COURTS","AOUSC-PROCUREMENT MANAGEMENT DIV","Solicitation","2020-10-23T15:00:00-04:00","621511","https://beta.sam.gov/opp/d2139aedad08453e90d341063f0b397a/view","*****REVISED SOLICITATION & RESPONSES***** See the attached documents for revisions in response to submitted questions. PROPOSALS"
"4949","eaf15919d1c4417491170fb7676b9420","MDG Cylinder Heads Refurbishment USNS CHARLES DREW","DEPT OF DEFENSE","DEPT OF THE NAVY","MSC NORFOLK","Combined Synopsis/Solicitation","2020-10-23T11:00:00-04:00","333618","https://beta.sam.gov/opp/eaf15919d1c4417491170fb7676b9420/view","This is a combined synopsis/solicitation for commercial items prepared in accordance with the format in FAR Subpart 12.6, as supplemented with additional information included in this notice. This announcement constitutes the only solicitation; proposals ar"
"5063","e0955aa8194042dd90f4da93fda7d76d","R420--Request for information (RFI), Synopsis for Rehabilitation Program Accreditation Services for the Department of Veterans Affairs, Veterans Health Administration (VHA).","VETERANS AFFAIRS, DEPARTMENT OF","VETERANS AFFAIRS, DEPARTMENT OF","STRATEGIC ACQUISITION CENTER FREDERICKSBURG (36C10G)","Sources Sought","2020-10-23T15:00:00-04:00","813920","https://beta.sam.gov/opp/e0955aa8194042dd90f4da93fda7d76d/view","This is a request for Information: SUBJECT: Request for information (RFI), Synopsis for Disciplinary Alert Services for the Department of Veterans Affairs, Veterans Health Administration (VHA). The purpose of this Request for information (RFI) is to notify"
"5079","b071bb35950642ab82311f0a53b4e756","Energy Automation Operational Technology Sustainment (EAOTS) Hydrant Fueling Automation Maintenance (HFAM) Solicitation","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY (DLA)","DCSO COLUMBUS","Solicitation","2020-10-23T16:00:00-04:00","541330","https://beta.sam.gov/opp/b071bb35950642ab82311f0a53b4e756/view","Amendment 0003 to SP4702-20-R-0021 is attached below. _______________________________________________________________________ Amendment 0002 to SP4702-20-R-0021 is attached below. The deadline to provide a proposal for this solicitation has been extended t"
"5084","f6da24e7675745759fc4e10f66ed7a89","Q509--ONSITE EMERGENCY MEDICINE PHYSICIAN SERVICES","VETERANS AFFAIRS, DEPARTMENT OF","VETERANS AFFAIRS, DEPARTMENT OF","246-NETWORK CONTRACTING OFFICE 6 (36C246)","Presolicitation","2020-10-23T16:00:00-04:00","621493","https://beta.sam.gov/opp/f6da24e7675745759fc4e10f66ed7a89/view","PRESOLICITATION NOTICE This Solicitation Notice announcement request for proposals qualified offerors interested and capable of providing On-Site Board Certified/Board Eligible in Emergency Medicine, Internal Medicine, or Family Practice Physicians to prov"
"5099","cdf9bc44ef1846b8bfa78c43b7ede750","Relocation of SIPRNET box","HOMELAND SECURITY, DEPARTMENT OF","US COAST GUARD","BASE ELIZABETH CITY(00081)","Combined Synopsis/Solicitation","2020-10-23T11:00:00-04:00","236220","https://beta.sam.gov/opp/cdf9bc44ef1846b8bfa78c43b7ede750/view","This is a combined synopsis/solicitation for commercial items prepared in accordance FAR Part 12; Acquisition of Commercial Items shall be used as supplemented with additional information included in this notice. This requirement is being solicited as a 10"
"5104","1260469d308143d4a5ddf17412febd18","Q201--CBOC ST. THOMAS","VETERANS AFFAIRS, DEPARTMENT OF","VETERANS AFFAIRS, DEPARTMENT OF","248-NETWORK CONTRACT OFFICE 8 (36C248)","Sources Sought","2020-10-23T04:00:00-04:00","621498","https://beta.sam.gov/opp/1260469d308143d4a5ddf17412febd18/view","Page 2 of 2 REQUEST FOR INFORMATION / SOURCES SOUGHT INQUIRY The Department of Veterans Affairs Network Contracting Office (NCO) 8, is seeking information and sources that can provide Community Based Outpatient Clinics (CBOCs) to serve its Veterans populat"
"5119","50ad031355bd4162b397b073c1e4c96a","Fire Truck Repair BPA","DEPT OF DEFENSE","DEPT OF THE ARMY","W4MM USA JOINT MUNITIONS CMD","Sources Sought","2020-10-23T09:00:00-05:00","811198","https://beta.sam.gov/opp/50ad031355bd4162b397b073c1e4c96a/view","Sources Sought: Title:"
"5123","42776cf2cd4e45968107fbd0af68b239","Q509--ONSITE EMERGENCY MEDICINE PHYSICIAN SERVICES","VETERANS AFFAIRS, DEPARTMENT OF","VETERANS AFFAIRS, DEPARTMENT OF","246-NETWORK CONTRACTING OFFICE 6 (36C246)","Presolicitation","2020-10-23T16:00:00-04:00","621493","https://beta.sam.gov/opp/42776cf2cd4e45968107fbd0af68b239/view","PRESOLICITATION NOTICE This Solicitation Notice announcement request for proposals qualified offerors interested and capable of providing On-Site Board Certified/Board Eligible in Emergency Medicine, Internal Medicine, or Family Practice Physicians to prov"
"5132","5fd85159e3b54b0a95bbca2851165b49","Navy Underwater Active Multiple Ping (NUAMP) F1 Failure Analysis & Corrective Action","DEPT OF DEFENSE","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","Presolicitation","2020-10-23T17:00:00-04:00","334511","https://beta.sam.gov/opp/5fd85159e3b54b0a95bbca2851165b49/view","The Naval Air Systems Command intends to negotiate a Cost-Plus-Fixed-Fee (CPFF) delivery order under a Basic Ordering Agreement (BOA) for failure analysis on the Navy Underwater Active Multiple Ping (NUAMP) AN/SSQ-113 series F1 sonobuoy and implementation "
"5198","adba9a5362934e37b58c95266583d031","HPCMO CREATE-AV DOMAIN CONNECTIVITY AND FLOW-SOLVER CAPABILITIES-NOTICE OF INTENT TO SOLE SOURCE","DEPT OF DEFENSE","DEPT OF THE AIR FORCE","FA9101  AEDC PKP   PROCRMNT BR","Special Notice","2020-10-23T12:00:00-05:00","541511","https://beta.sam.gov/opp/adba9a5362934e37b58c95266583d031/view","The Air Force Test Center (AFTC), Arnold Air Force Base, TN has concluded their market research and intends to solicit, negotiate, and award a sole source firm-fixed price (FFP) purchase order under FAR 13, Simplified Acquisition Procedures, to Parallel Ge"
"5220","a7ed535dea05423f8a72f48ce4651db9","Carrier Assembly, Fr","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY (DLA)","DLA LAND WARREN","Combined Synopsis/Solicitation","2020-10-23T15:00:00-04:00","336350","https://beta.sam.gov/opp/a7ed535dea05423f8a72f48ce4651db9/view","ITEM:"
"5309","1a7755c2c0cd4f04b69b5a10627eaf73","Arcgis Maintenance","FEDERAL TRADE COMMISSION","","FEDERAL TRADE COMMISSION","Special Notice","2020-10-23T17:00:00-04:00","541519","https://beta.sam.gov/opp/1a7755c2c0cd4f04b69b5a10627eaf73/view","Please see attachments"
"5322","30199e88b5cf4d17829fc40b34f2c904","HEATERS & FUEL CUBE RENTAL FOR USCGC WALNUT","HOMELAND SECURITY, DEPARTMENT OF","US COAST GUARD","SFLC PROCUREMENT BRANCH 3(00040)","Combined Synopsis/Solicitation","2020-10-23T09:00:00-04:00","5324","https://beta.sam.gov/opp/30199e88b5cf4d17829fc40b34f2c904/view","This is a combined synopsis/solicitation for commercial items, prepared in accordance with the format in subpart 12.6 of the FAR and as supplemented with additional information included in this notice. This announcement constitutes the only solicitation; q"
"5332","fc74c89f313b41b7bc10ebc88e269a32","SEATS","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY (DLA)","DLA LAND AND MARITIME SUPPLIER","Presolicitation","2020-10-23T23:59:00-04:00","336360","https://beta.sam.gov/opp/fc74c89f313b41b7bc10ebc88e269a32/view","This solicitation is being issued to establish an Indefinite Quantity Contract (IQC) that will provide stock Replenishment coverage in support of military depots. The proposed procurement contains an option to extend the contract period one or more times a"
"5337","8e2aa873a50d41eb9ee6804c77ee3f6d","W065--557-21-1-2134-0003 BULK OXYGEN Base + 4 Option years (VA-20-00069003)","VETERANS AFFAIRS, DEPARTMENT OF","VETERANS AFFAIRS, DEPARTMENT OF","247-NETWORK CONTRACT OFFICE 7 (36C247)","Combined Synopsis/Solicitation","2020-10-23T16:30:00-04:00","325120","https://beta.sam.gov/opp/8e2aa873a50d41eb9ee6804c77ee3f6d/view","36C24721Q0034 Page 1 of Page 1 of Page 1 of Page 1 of Action Code: Combined Synopsis Solicitation Document Type: RFQ RFQ Number: 36C24721Q0034 Posted Date: October 8, 2020 Response Date: October 23, 2020 Classification Code: W065 Set Aside: Service-Disable"
"5372","f7ef9ba770f343ef8552242e7bb07d3d","Grease, Sludge, Recycling and Grease Trap Cleaning Services at Marine Corps Air Station (MCAS) Iwakuni, Japan","DEPT OF DEFENSE","DEPT OF THE NAVY","NAVAL FAC ENGINEERING CMD FAR EAST","Presolicitation","2020-10-23T11:00:00+09:00","562998","https://beta.sam.gov/opp/f7ef9ba770f343ef8552242e7bb07d3d/view","1. THIS IS A PRESOLICITATION NOTICE ONLY."
"5373","2badcd6f62d44f42bc0ec00c86bcb348","Grounds Maintenance and Landscaping","DEPT OF DEFENSE","DEPT OF THE NAVY","NAVAL FAC ENGINEERING CMD FAR EAST","Presolicitation","2020-10-23T16:00:00+09:00","561730","https://beta.sam.gov/opp/2badcd6f62d44f42bc0ec00c86bcb348/view","1."
"5416","f1198e6d294e4cf7bccf10b82ce8835a","OFFSITE MAGNETIC TAPE STORAGE AND MANAGEMENT SERVICES","GENERAL SERVICES ADMINISTRATION","OFFICE OF ADMINISTRATIVE SERVICES","OAS OFFICE OF INTERNAL ACQUISITION","Sources Sought","2020-10-23T10:00:00-04:00","493110","https://beta.sam.gov/opp/f1198e6d294e4cf7bccf10b82ce8835a/view","The attached Request for Information (RFI 10082020) is being issued for off-site magnetic tape storage and management services. This Request for Information (RFI) is issued for information and planning purposes only and does not constitute a solicitation n"
"5430","8ad64f88965044c8a21bbf6225b74670","TF33 Compressor Inlet Case/Inlet Guide Vane(IGV) Repair Services","DEPT OF DEFENSE","DEPT OF THE AIR FORCE","FA8132  AFSC PZIMC","Sources Sought","2020-10-23T16:00:00-05:00","336412","https://beta.sam.gov/opp/8ad64f88965044c8a21bbf6225b74670/view","Repair Services - This 76 Propulsion Maintenance Group (76 PMXG) requirement is for the heat-treating rubber burnout of TF33 Inlet Guide Vanes."
"5462","3ca0d26e88984064a544f9fde3ce0b41","Docking and Maintenance of Utility Float 42 & 43","DEPT OF DEFENSE","DEPT OF THE NAVY","PUGET SOUND NAVAL SHIPYARD IMF","Sources Sought","2020-10-23T14:30:00-07:00","336611","https://beta.sam.gov/opp/3ca0d26e88984064a544f9fde3ce0b41/view","The Regional Maintenance Center at Puget Sound Naval Shipyard and Intermediate Maintenance Facility (PSNS & IMF), Bremerton, Washington intends to award a stand-alone Firm-Fixed Price contract to accomplish docking, maintenance and maintenance work of UF 4"
"5528","25131f556abb476eb93b491583a42ac3","Repair of CPU BOARD, FIRMWARE 2.0, AAI PN: 62828-47006-30 (PROGRAMED FOR DATA COLLECTION), ASN: S100-2A1A2A1","COMMERCE, DEPARTMENT OF","NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION","DEPT OF COMMERCE NOAA","Combined Synopsis/Solicitation","2020-10-23T12:00:00-05:00","811219","https://beta.sam.gov/opp/25131f556abb476eb93b491583a42ac3/view","This is a combined synopsis/solicitation for commercial items prepared in accordance with (IAW) the format in FAR Subpart 12.6, as supplemented with additional information included in this notice. The Government intends to use the procedures in FAR Part 13"
"5570","4719f2bae793485299aa164bb46846e7","spare aircraft parts","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY (DLA)","DLA LAND AND MARITIME","Presolicitation","2020-10-23T23:59:00-04:00","333999","https://beta.sam.gov/opp/4719f2bae793485299aa164bb46846e7/view","FAR part 13.5 Commercial Test Program for Certain Items procedures will be used for this acquisition. Under this solicitation, the resulting contract(s) will be Fixed-Price, Indefinite Delivery Purchase Order (IDPO) issued with a 5-year base period. NSN IT"
"5880","28b19cd68c6f4fdf863a7d24b31a1cad","Repair of B-2 Disk Drive Unit","DEPT OF DEFENSE","DEPT OF THE AIR FORCE","FA8119  AFSC PZABC","Solicitation","2020-10-23T15:00:00-05:00","336413","https://beta.sam.gov/opp/28b19cd68c6f4fdf863a7d24b31a1cad/view","Solicitation Amendment FA8119-20-R-0005-0004"
"5881","f02f3835f9d748d4b98309c0ba5b294b","LRASM GPS Receiver Integration","DEPT OF DEFENSE","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","Presolicitation","2020-10-23T16:00:00-04:00","336414","https://beta.sam.gov/opp/f02f3835f9d748d4b98309c0ba5b294b/view","Naval Air Systems Command (NAVAIR), Patuxent River, MD, intends to negotiate and award a delivery order under sole source Basic Ordering Agreement (BOA) N00019-19-G-0011 to Lockheed Martin Corporation "
"5904","1c3ab257c76a462b808af38dae9979f4","Camp Buckner Phase 1","DEPT OF DEFENSE","US ARMY CORPS OF ENGINEERS - CIVIL PROGRAM FINANCING ONLY","New York","Sources Sought","2020-10-23T14:00:00-04:00","236220","https://beta.sam.gov/opp/1c3ab257c76a462b808af38dae9979f4/view","U.S. Army Engineer District, New York, CENAN-CT, 26 Federal Plaza, New York, NY"
"5937","d85c5396212d45d6b931b79b178d45b2","W911QY-21-T11R-SP","DEPT OF DEFENSE","DEPT OF THE ARMY","W6QK ACC-APG NATICK","Special Notice","2020-10-23T12:00:00-04:00","","https://beta.sam.gov/opp/d85c5396212d45d6b931b79b178d45b2/view","The U.S. Army Contracting Command Aberdeen Proving Ground (ACC-APG), Natick Contracting Division (NCD), on behalf of the Product Manager, Soldier Clothing and Individual Equipment (PM SCIE) intends to procure T-11R Single Pin (T-11R-SP) Operational Test (O"
"5988","837ba419b6994c76bef34a71eacaac18","Bangladesh RQ-1B WASP","DEPT OF DEFENSE","DEPT OF THE ARMY","W6QK ACC-RSA","Sources Sought","2020-10-23T17:00:00-05:00","336411","https://beta.sam.gov/opp/837ba419b6994c76bef34a71eacaac18/view","DESCRIPTION This is a Sources Sought Notification (SSN) only, as defined in FAR 15.201(e)."
"6049","e7b315dbfbc74528a7dca68bbe80a5bb","Olympus Maintenance - Notice of Intent","DEPT OF DEFENSE","DEPT OF THE NAVY","NAVAL MEDICAL LOGISTICS COMMAND","Presolicitation","2020-10-23T15:00:00-04:00","811219","https://beta.sam.gov/opp/e7b315dbfbc74528a7dca68bbe80a5bb/view","See Attached NOI"
"6065","1ba0d9781e8243a08e085d9ad497b3b1","STRAINER ELEMENT, SEDIMENT","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY (DLA)","DLA LAND AND MARITIME","Combined Synopsis/Solicitation","2020-10-23T15:00:00-04:00","33299","https://beta.sam.gov/opp/1ba0d9781e8243a08e085d9ad497b3b1/view","THIS IS AN INDEFINITE DELIVERY CONTRACT (IDC) SOLICITATION FOR A SINGLE NSN:4730-20-001-0565 ITEM DESCRIPTION: STRAINER ELEMENT, SEDIMENT MAXIMUM VALUE: $249,999.99. QTY RANGES UP TO 3500 EACH RP001: DLA PACKAGING REQUIREMENTS FOR PROCUREMENT INSPECTION PO"
"6080","70ac8764bc5a4f06bcf07e1f3e218993","REVISED Palo Alto On-Prem NGFW and Prisma Products","SENATE, THE","THE UNITED STATES SENATE SERGEANT AT ARMS","SENATE SERGEANT AT ARMS","Special Notice","2020-10-23T23:59:00-04:00","334614","https://beta.sam.gov/opp/70ac8764bc5a4f06bcf07e1f3e218993/view","This is a revised request for quotation (RFQ) on a list of Palo Alto products."
"6083","a64a78c3a311425384b2ac611ca40ca1","USNS JOSHUA HUMPHREYS MTA","DEPT OF DEFENSE","DEPT OF THE NAVY","MSC NORFOLK","Sources Sought","2020-10-23T12:00:00-04:00","336611","https://beta.sam.gov/opp/a64a78c3a311425384b2ac611ca40ca1/view","THIS IS A SOURCES SOUGHT NOTICE ONLY."
"6141","f88cf20105d34d309b05b6d941915166","HEATERS & FUEL CUBE RENTAL FOR USCGC WALNUT","HOMELAND SECURITY, DEPARTMENT OF","US COAST GUARD","SFLC PROCUREMENT BRANCH 3(00040)","Combined Synopsis/Solicitation","2020-10-23T09:00:00-04:00","5324","https://beta.sam.gov/opp/f88cf20105d34d309b05b6d941915166/view","This is a combined synopsis/solicitation for commercial items, prepared in accordance with the format in subpart 12.6 of the FAR and as supplemented with additional information included in this notice. This announcement constitutes the only solicitation; q"
"6199","194dd319bea84832800fd59b8b567a6a","W-2 and 1099 (R/MISC/NEC/INT) Printing and Mailing Distribution Support","ADMINISTRATIVE OFFICE OF THE US COURTS","ADMINISTRATIVE OFFICE OF THE US COURTS","AOUSC-PROCUREMENT MANAGEMENT DIV","Combined Synopsis/Solicitation","2020-10-23T12:00:00-04:00","541213","https://beta.sam.gov/opp/194dd319bea84832800fd59b8b567a6a/view","This is a combined synopsis/solicitation for commercial items with additional information included in this notice."
"6214","72a9ed2be6ac44f496a69fe2c120cff6","Unrestricted A-E IDIQ Contract for Geotechnical Services in NWS","DEPT OF DEFENSE","DEPT OF THE ARMY","US ARMY ENGINEER DISTRICT SEATTLE","Solicitation","2020-10-23T13:00:00-07:00","541330","https://beta.sam.gov/opp/72a9ed2be6ac44f496a69fe2c120cff6/view","Unrestricted Architect-Engineer Indefinite Delivery Indefinite Quantity Geotechnical Services, U.S. Army Corps of Engineers, Seattle District CONTRACT INFORMATION: This announcement for indefinite delivery indefinite quantity (IDIQ) architect-engineer (A-E"
"6230","1d0d60a7b8634a26ababade0b23e6a9f","J045--Waste and Water Management System - Brooklyn and St. Albans campuses","VETERANS AFFAIRS, DEPARTMENT OF","VETERANS AFFAIRS, DEPARTMENT OF","242-NETWORK CONTRACT OFFICE 02 (36C242)","Solicitation","2020-10-23T10:00:00-04:00","562998","https://beta.sam.gov/opp/1d0d60a7b8634a26ababade0b23e6a9f/view","The Department of Veterans Affairs, Network Contracting Office (NCO) 2 intends to release a commercial Small Business set aside solicitation for Waste and Water Management System for the New York Harbor Healthcare System, Manhattan, Brooklyn and St. Albans"
"6251","c922536193ad461fab15381217fb3862","MANLIFT RENTAL","HOMELAND SECURITY, DEPARTMENT OF","US COAST GUARD","SFLC PROCUREMENT BRANCH 3(00040)","Combined Synopsis/Solicitation","2020-10-23T13:00:00-04:00","532490","https://beta.sam.gov/opp/c922536193ad461fab15381217fb3862/view","This is a combined synopsis/solicitation for commercial items & services, prepared in accordance with the format in subpart 12.6 of the FAR and as supplemented with additional information included in this notice. This announcement constitutes the only soli"
"6320","c5b27835464d42a989ea6335c34f00c9","NM FTFW RIMO 10(1) Entrance Road and Parking Areas","TRANSPORTATION, DEPARTMENT OF","FEDERAL HIGHWAY ADMINISTRATION","6982AF CENTRAL FEDERAL LANDS DIVISI","Presolicitation","2020-10-23T02:00:00-06:00","237310","https://beta.sam.gov/opp/c5b27835464d42a989ea6335c34f00c9/view",""
"6494","3a71102d606246ef95ce30b3827c3a33","Marine Air Ground Task Force Agile Network Gateway Link (MANGL) Hardware to Support Skytower Pod Integration onto the MQ-9A Reaper","DEPT OF DEFENSE","DEPT OF THE NAVY","NAVAL AIR SYSTEMS COMMAND","Sources Sought","2020-10-23T15:30:00-04:00","336411","https://beta.sam.gov/opp/3a71102d606246ef95ce30b3827c3a33/view","DISCLAIMER THIS SOURCES SOUGHT IS FOR INFORMATIONAL PURPOSES ONLY."
"6558","f1c0c0de10324dd0af3ad8397d437ee8","NM FTFW RIMO 10(1) Entrance Road and Parking Areas","TRANSPORTATION, DEPARTMENT OF","FEDERAL HIGHWAY ADMINISTRATION","6982AF CENTRAL FEDERAL LANDS DIVISI","Presolicitation","2020-10-23T02:00:00-06:00","237310","https://beta.sam.gov/opp/f1c0c0de10324dd0af3ad8397d437ee8/view",""
"6616","e46056a98dc240d9a7db71fa3e70b68b","3D Printer Bundle","DEPT OF DEFENSE","DEPT OF THE ARMY","U S ARMY DEPOT TOBYHANNA","Solicitation","2020-10-23T15:30:00-04:00","333249","https://beta.sam.gov/opp/e46056a98dc240d9a7db71fa3e70b68b/view","See attached solicitation W25G1V-21-Q-0003"
"6624","f7e791ae9bb5415493c5c5c4754eb7d9","Whitney/Aquilla Cleaning Services","DEPT OF DEFENSE","DEPT OF THE ARMY","US ARMY ENGINEER DISTRICT FT WORTH","Solicitation","2020-10-23T10:00:00-05:00","561720","https://beta.sam.gov/opp/f7e791ae9bb5415493c5c5c4754eb7d9/view","Request for Quotes for PARK CLEANING"
"6626","67d39ba2378e415db4b45aef0ffcbfb9","Concentrator, Oxygen","DEPT OF DEFENSE","DEFENSE LOGISTICS AGENCY (DLA)","DLA AVIATION AT OKLAHOMA CITY, OK","Presolicitation","2020-10-23T14:00:00-05:00","336413","https://beta.sam.gov/opp/67d39ba2378e415db4b45aef0ffcbfb9/view",""
"6740","be0f604d96044994bee9b5d71a62a206","BioIVT Indefinite delivery, indefinite quantity (IDIQ) Contract","DEPT OF DEFENSE","DEPT OF THE ARMY","W4PZ USA MED RSCH ACQUIS ACT","Special Notice","2020-10-23T14:00:00-04:00","325413","https://beta.sam.gov/opp/be0f604d96044994bee9b5d71a62a206/view","This notice announces the intent by the U.S. Army Medical Acquisition Activity (USAMRAA), 820 Chandler St, Fort Detrick, Maryland, 21702, to award a sole source 5 year IDIQ contract to BioIVT LLC under the statutory authority 6.302-1. This contract is for "
"6749","5dafdda252f74afe89c3b81be36e0162","HYDRAULIC OIL MOBIL DTE EXCEL 46","HOMELAND SECURITY, DEPARTMENT OF","US COAST GUARD","SFLC PROCUREMENT BRANCH 3(00040)","Combined Synopsis/Solicitation","2020-10-23T11:00:00-04:00","424690","https://beta.sam.gov/opp/5dafdda252f74afe89c3b81be36e0162/view",""
"6751","04db4f9bad894349a0b444709e0e2daa","HYDRAULIC OIL MOBIL DTE EXCEL 46","HOMELAND SECURITY, DEPARTMENT OF","US COAST GUARD","SFLC PROCUREMENT BRANCH 3(00040)","Combined Synopsis/Solicitation","2020-10-23T11:00:00-04:00","424690","https://beta.sam.gov/opp/04db4f9bad894349a0b444709e0e2daa/view",""
"6792","9df5c670822746f9b9fa5f620f9e2ac8","SHIPPINGPORT (ARDM 4) - Government Owned Contractor Operated (GOCO) Operation and Maintenance","DEPT OF DEFENSE","DEPT OF THE NAVY","NAVSEA HQ","Presolicitation","2020-10-23T12:00:00-04:00","336611","https://beta.sam.gov/opp/9df5c670822746f9b9fa5f620f9e2ac8/view","Special notice N00024-19-R-4317 identified the intent to issue a sole-source solicitation for the operation, maintenance, protection and certification of U.S. floating dry-dock SHIPPINGPORT (ARDM-4) to General Dynamics Electric Boat Corporation, 75 Eastern"
"6806","857d4619896340e69c92749617a7e616","Gray Eagle Ground Support Equipment and Spares","DEPT OF DEFENSE","DEPT OF THE ARMY","W6QK ACC-RSA","Sources Sought","2020-10-23T17:00:00-05:00","336411","https://beta.sam.gov/opp/857d4619896340e69c92749617a7e616/view","This RFI is issued solely for information and planning purposes and to identify interested sources."
"6921","5384d515ecc64019ba038fa807e1be97","FHWA-EFLHD 2020 Industry Day","TRANSPORTATION, DEPARTMENT OF","FEDERAL HIGHWAY ADMINISTRATION","693C73 EASTERN FED LANDS DIVISION","Special Notice","2020-10-23T14:00:00-04:00","","https://beta.sam.gov/opp/5384d515ecc64019ba038fa807e1be97/view","Federal Highway Administration (FHWA) "
